file	obj	time
64_8_69	54	600.66
64_8_7	55	600.789
64_8_70	51	600.359
64_8_71	59	600.511
64_8_72	51	600.051
64_8_73	55	601.444
64_8_74	55	600.182
64_8_75	52	601.257
64_8_76	53	600.585
64_8_77	57	600.267
64_8_78	54	600.551
64_8_79	59	600.404
64_8_8	55	603.977
64_8_80	56	601.719
64_8_81	59	609.421
64_8_82	58	601.476
64_8_83	54	600.602
64_8_84	52	600.853
64_8_85	62	600.114
64_8_86	59	600.525
64_8_87	54	600.281
64_8_88	54	600.009
64_8_89	59	601.821
64_8_9	54	600.172
64_8_90	56	603.102
64_8_91	53	600.157
64_8_92	59	600.4
64_8_93	58	600.191
64_8_94	49	600.345
64_8_95	52	600.391
64_8_96	54	601.422
64_8_97	54	600.996
64_8_98	50	600.432
64_8_99	57	600.982
80_10_0	66	600.404
80_10_1	63	601.884
80_10_10	59	601.732
80_10_11	62	600.333
80_10_12	59	601.12
80_10_13	73	602.021
80_10_14	68	600.119
80_10_15	72	600.756
80_10_16	73	600.235
80_10_17	71	605.115
80_10_18	74	601.205
80_10_19	64	600.047
80_10_2	67	603.507
80_10_20	66	600.471
80_10_21	62	602.19
80_10_22	67	608.918
80_10_23	69	600.088
80_10_24	73	601.154
80_10_25	66	600.494
80_10_26	66	601.277
80_10_27	68	609.653
80_10_28	61	600.411
80_10_29	71	600.58
80_10_3	74	600.024
80_10_30	61	602.012
80_10_31	70	600.044
80_10_32	61	608.627
80_10_33	70	600.637
80_10_34	74	602.126
80_10_35	65	600.852
80_10_36	66	600.092
80_10_37	67	601.451
80_10_38	74	607.691
80_10_39	65	600.216
80_10_4	71	600.29
80_10_40	61	600.726
80_10_41	70	600.281
80_10_42	65	600.032
80_10_43	63	600.841
80_10_44	69	600.531
80_10_45	71	600.733
80_10_46	68	601.285
80_10_47	69	600.988
80_10_48	63	600.232
80_10_49	70	600.214
80_10_5	74	601.784
80_10_50	65	600.271
80_10_51	68	600.15
80_10_52	69	600.328
80_10_53	67	600.516
80_10_54	71	609.522
80_10_55	65	601.241
80_10_56	72	606.171
80_10_57	64	600.66
80_10_58	71	600.186
80_10_59	71	600.295
80_10_6	75	609.566
80_10_60	71	601.634
80_10_61	68	600.225
80_10_62	61	600.93
80_10_63	69	600.088
80_10_64	70	600.55
80_10_65	66	600.852
80_10_66	67	600.351
80_10_67	75	605.652
80_10_68	63	604.595
80_10_69	69	600.532
80_10_7	66	601.504
80_10_70	71	606.631
80_10_71	63	600.283
80_10_72	74	600.199
80_10_73	66	601.191
80_10_74	68	602.358
80_10_75	69	600.816
80_10_76	59	604.997
80_10_77	59	609.605
80_10_78	65	601.212
80_10_79	69	604.63
80_10_8	69	604.719
80_10_80	70	600.979
80_10_81	64	601.564
80_10_82	66	600.373
80_10_83	70	600.66
80_10_84	71	602.983
80_10_85	69	600.12
80_10_86	62	600.718
80_10_87	73	601.324
80_10_88	69	602.938
80_10_89	66	604.48
80_10_9	71	600.138
80_10_90	60	609.557
80_10_91	71	606.671
80_10_92	79	603.28
80_10_93	71	600.082
80_10_94	71	600.274
80_10_95	73	600.723
80_10_96	67	600.038
80_10_97	67	600.103
80_10_98	65	600.07
80_10_99	70	600.215
80_20_0	65	600.277
80_20_1	63	600.406
80_20_10	59	600.189
80_20_11	57	600.163
80_20_12	62	600.761
80_20_13	55	600.563
80_20_14	50	600.189
80_20_15	60	600.304
80_20_16	62	600.055
80_20_17	56	600.368
80_20_18	61	600.451
80_20_19	57	600.4
80_20_2	63	600.359
80_20_20	70	600.134
80_20_21	58	601.837
80_20_22	66	600.101
80_20_23	54	600.379
80_20_24	66	600.199
80_20_25	67	600.734
80_20_26	70	600.55
80_20_27	63	600.04
80_20_28	63	600.014
80_20_29	68	600.613
80_20_3	69	600.277
80_20_30	69	601.875
80_20_31	66	600.111
80_20_32	64	600.463
80_20_33	63	600.016
80_20_34	52	600.095
80_20_35	63	600.46
80_20_36	63	600.065
80_20_37	63	600.152
80_20_38	63	600.301
80_20_39	62	600.607
80_20_4	66	600.347
80_20_40	63	601.894
80_20_41	60	600.358
80_20_42	61	600.355
80_20_43	65	600.147
80_20_44	63	600.141
80_20_45	66	600.379
80_20_46	71	600.49
80_20_47	63	600.584
80_20_48	67	600.177
80_20_49	67	600.355
80_20_5	64	600.091
80_20_50	63	601.7
80_20_51	67	600.612
80_20_52	65	600.296
80_20_53	64	601.676
80_20_54	60	600.528
80_20_55	60	600.281
80_20_56	73	600.124
80_20_57	61	600.804
80_20_58	61	600.104
80_20_59	66	600.159
80_20_6	67	600.13
80_20_60	71	600.213
80_20_61	65	600.306
80_20_62	65	600.045
80_20_63	66	600.458
80_20_64	67	600.475
80_20_65	59	600.11
80_20_66	63	600.097
80_20_67	65	600.358
80_20_68	68	600.386
80_20_69	73	600.213
80_20_7	63	600.028
80_20_70	62	600.515
80_20_71	68	600.304
80_20_72	58	600.322
80_20_73	60	600.186
80_20_74	71	600.013
80_20_75	64	600.142
80_20_76	64	600.992
80_20_77	73	600.165
80_20_78	60	600.661
80_20_79	65	600.155
80_20_8	65	600.266
80_20_80	68	600.361
80_20_81	70	600.017
80_20_82	61	600.069
80_20_83	65	600.507
80_20_84	69	600.205
80_20_85	66	600.047
80_20_86	61	600.137
80_20_87	65	600.288
80_20_88	63	600.143
80_20_89	63	600.473
80_20_9	61	600.711
80_20_90	62	600.138
80_20_91	62	600.031
80_20_92	69	600.112
80_20_93	60	600.045
80_20_94	61	600.103
80_20_95	64	600.082
80_20_96	65	600.096
80_20_97	64	600.128
80_20_98	60	600.008
80_20_99	57	600.169
80_40_0	66	600.237
80_40_1	50	600.199
80_40_10	61	600.126
80_40_11	61	600.037
80_40_12	62	600.14
80_40_13	55	600.068
80_40_14	59	600.254
80_40_15	57	600.264
80_40_16	65	600.157
80_40_17	60	600.113
80_40_18	56	600.081
80_40_19	63	600.152
80_40_2	59	600.191
80_40_20	65	600.231
80_40_21	59	600.097
80_40_22	67	600.03
80_40_23	61	600.084
80_40_24	64	600.222
80_40_25	65	600.096
80_40_26	60	600.23
80_40_27	59	600.092
80_40_28	60	600.122
80_40_29	55	600.212
80_40_3	65	600.07
80_40_30	60	600.165
80_40_31	64	600.07
80_40_32	55	600.182
80_40_33	67	600.148
80_40_34	55	600.074
80_40_35	65	600.198
80_40_36	60	600.259
80_40_37	62	600.157
80_40_38	62	600.066
80_40_39	58	600.11
80_40_4	61	600.023
80_40_40	62	600.215
80_40_41	60	600.037
80_40_42	58	600.197
80_40_43	66	600.081
80_40_44	58	600.005
80_40_45	64	600.192
80_40_46	64	600.141
80_40_47	62	600.203
80_40_48	54	600.025
80_40_49	60	600.108
80_40_5	59	600.168
80_40_50	66	600.236
80_40_51	60	600.08
80_40_52	66	600.167
80_40_53	69	600.177
80_40_54	51	600.164
80_40_55	64	600.093
80_40_56	54	600.203
80_40_57	63	600.081
80_40_58	57	600.3
80_40_59	60	600.17
80_40_6	64	600.132
80_40_60	66	600.178
80_40_61	64	600.274
80_40_62	58	600.002
80_40_63	58	600.214
80_40_64	63	600.251
80_40_65	60	600.079
80_40_66	62	600.092
80_40_67	57	600.019
80_40_68	59	600.165
80_40_69	59	600.18
80_40_7	58	600.1
80_40_70	59	600.252
80_40_71	58	600.107
80_40_72	56	600.184
80_40_73	61	600.02
80_40_74	58	600.038
80_40_75	65	600.129
80_40_76	58	600.122
80_40_77	61	600.012
80_40_78	53	600.131
80_40_79	60	600.005
80_40_8	60	600.049
80_40_80	59	600.192
80_40_81	62	600.243
80_40_82	59	600.205
80_40_83	54	600.175
80_40_84	58	600.252
80_40_85	57	600.273
80_40_86	54	600.117
80_40_87	54	600.267
80_40_88	60	600.083
80_40_89	62	600.231
80_40_9	58	600.163
80_40_90	61	600.21
80_40_91	62	600.006
80_40_92	57	600.151
80_40_93	56	600.082
80_40_94	65	600.192
80_40_95	62	600.076
80_40_96	66	600.152
80_40_97	62	600.187
80_40_98	60	600.167
80_40_99	57	600.143
