file	obj	time
32_16_19	26	600.082
32_16_2	26	600.11
32_16_20	24	600.066
32_16_21	22	600.083
32_16_22	21	600.012
32_16_23	27	600.07
32_16_24	23	600.072
32_16_25	24	600.156
32_16_26	26	600.135
32_16_27	21	600.141
32_16_28	25	600.123
32_16_29	29	600.071
32_16_3	21	600.037
32_16_30	26	600.102
32_16_31	24	600.045
32_16_32	25	600.115
32_16_33	24	600.077
32_16_34	22	600.008
32_16_35	20	600.021
32_16_36	26	600.094
32_16_37	22	600.049
32_16_38	27	600.061
32_16_39	20	600.011
32_16_4	21	600.012
32_16_40	26	600.018
32_16_41	25	600.152
32_16_42	26	600.099
32_16_43	24	600.114
32_16_44	20	600.04
32_16_45	27	600.138
32_16_46	25	600.002
32_16_47	25	600.151
32_16_48	27	600.039
32_16_49	23	600.161
32_16_5	22	600.062
32_16_50	27	600.001
32_16_51	23	600.009
32_16_52	24	600.111
32_16_53	22	600.031
32_16_54	25	600.054
32_16_55	24	600.13
32_16_56	25	600.128
32_16_57	30	600.066
32_16_58	22	600.131
32_16_59	28	600.008
32_16_6	22	600.147
32_16_60	22	600.068
32_16_61	24	600
32_16_62	26	600.131
32_16_63	23	600.018
32_16_64	21	600.16
32_16_65	25	600.14
32_16_66	22	600.107
32_16_67	27	600.075
32_16_68	24	600.107
32_16_69	24	600.137
32_16_7	26	600.069
32_16_70	25	600.06
32_16_71	24	600.037
32_16_72	24	600.003
32_16_73	24	600.106
32_16_74	27	600.066
32_16_75	30	600.055
32_16_76	25	600.098
32_16_77	26	600.037
32_16_78	29	600.142
32_16_79	24	600.129
32_16_8	22	600.04
32_16_80	29	600.131
32_16_81	21	600.01
32_16_82	29	600.051
32_16_83	24	600.107
32_16_84	23	600.105
32_16_85	25	600.099
32_16_86	24	600.08
32_16_87	24	600.13
32_16_88	24	600.077
32_16_89	27	600.034
32_16_9	25	600.079
32_16_90	20	600.102
32_16_91	23	600.117
32_16_92	30	600.056
32_16_93	30	600.141
32_16_94	26	600.156
32_16_95	25	600.002
32_16_96	24	600.088
32_16_97	28	600.022
32_16_98	24	600.145
32_16_99	27	600.033
32_4_0	28	600.545
32_4_1	29	600.08
32_4_10	29	600.778
32_4_11	28	600.081
32_4_12	31	600.509
32_4_13	29	601.438
32_4_14	31	600.777
32_4_15	28	600.015
32_4_16	32	600.285
32_4_17	29	600.598
32_4_18	27	600.191
32_4_19	29	600.168
32_4_2	29	600.349
32_4_20	25	600.073
32_4_21	30	600.604
32_4_22	23	600.095
32_4_23	29	600.5
32_4_24	28	600.592
32_4_25	27	600.674
32_4_26	25	600.034
32_4_27	26	602.081
32_4_28	30	600.093
32_4_29	30	600.514
32_4_3	27	600.147
32_4_30	23	600.045
32_4_31	24	600.514
32_4_32	25	601.024
32_4_33	28	600.289
32_4_34	30	600.462
32_4_35	26	600.404
32_4_36	25	600.475
32_4_37	29	600.01
32_4_38	26	600.081
32_4_39	30	600.184
32_4_4	32	600.254
32_4_40	29	600.75
32_4_41	27	600.447
32_4_42	31	600.098
32_4_43	26	600.493
32_4_44	28	600.145
32_4_45	31	600.332
32_4_46	32	600.03
32_4_47	26	600.601
32_4_48	29	600.063
32_4_49	30	600.847
32_4_5	25	600.11
32_4_50	29	600.067
32_4_51	30	600.265
32_4_52	32	600.28
32_4_53	31	600.521
32_4_54	30	600.081
32_4_55	29	600.752
32_4_56	28	600.094
32_4_57	28	600.114
32_4_58	29	602.483
32_4_59	27	600.583
32_4_6	29	600.116
32_4_60	28	600.211
32_4_61	32	600.621
32_4_62	29	600.122
32_4_63	27	600.116
32_4_64	30	602.481
32_4_65	25	600.335
32_4_66	26	600.387
32_4_67	27	600.112
32_4_68	29	600.304
32_4_69	29	600.087
32_4_7	25	600.145
32_4_70	28	600.029
32_4_71	27	600.04
32_4_72	30	600.196
32_4_73	26	600.612
32_4_74	30	600.489
32_4_75	29	600.117
32_4_76	27	600.443
32_4_77	30	600.04
32_4_78	30	600.054
32_4_79	30	600.084
32_4_8	25	600.008
32_4_80	29	600.172
32_4_81	28	600.24
32_4_82	27	600.465
32_4_83	24	600.499
32_4_84	28	602.08
32_4_85	29	600.021
32_4_86	29	600.026
32_4_87	32	600.131
32_4_88	26	600.107
32_4_89	26	600.127
32_4_9	27	602.484
32_4_90	29	600.147
32_4_91	32	600.039
32_4_92	24	600.049
32_4_93	28	600.067
32_4_94	28	600.052
32_4_95	31	600.143
32_4_96	25	600.144
32_4_97	26	600.062
32_4_98	31	600.485
32_4_99	29	600.587
32_8_0	27	600.035
32_8_1	27	600.06
32_8_10	25	600.004
32_8_11	27	600.009
32_8_12	25	600.055
32_8_13	25	600.019
32_8_14	24	600.084
32_8_15	29	600.061
32_8_16	25	600.153
32_8_17	20	600.03
32_8_18	27	600.125
32_8_19	29	600.027
32_8_2	28	600.014
32_8_20	23	600.055
32_8_21	27	600.042
32_8_22	26	600.028
32_8_23	26	600.038
32_8_24	26	600.035
32_8_25	26	600.109
32_8_26	25	600.056
32_8_27	26	600.27
32_8_28	26	600.146
32_8_29	24	600.052
32_8_3	26	600.005
32_8_30	24	600.112
32_8_31	23	600.216
32_8_32	25	600.296
32_8_33	31	600.095
32_8_34	27	600.057
32_8_35	26	600.095
32_8_36	28	600.069
32_8_37	28	600.197
32_8_38	23	600.265
32_8_39	27	600.011
32_8_4	26	600.055
32_8_40	24	600.006
32_8_41	29	600.139
32_8_42	24	600.063
32_8_43	25	600.259
32_8_44	23	600.07
32_8_45	27	600.026
32_8_46	29	600.102
32_8_47	28	600.068
32_8_48	27	600.249
32_8_49	27	600.281
32_8_5	26	600.02
32_8_50	26	600.034
32_8_51	25	600.116
32_8_52	28	600.049
32_8_53	21	600.502
32_8_54	25	600.234
32_8_55	25	600.128
32_8_56	27	600.014
32_8_57	26	600.06
32_8_58	29	600.007
32_8_59	27	600.216
32_8_6	28	600.244
32_8_60	30	600.046
32_8_61	23	600.03
32_8_62	26	600.085
32_8_63	27	600.197
32_8_64	27	600.067
32_8_65	24	600.173
32_8_66	22	600.028
32_8_67	27	600.05
32_8_68	24	600.105
32_8_69	25	600.015
32_8_7	26	600.11
32_8_70	29	600.23
32_8_71	28	600.123
32_8_72	31	600.012
32_8_73	29	600.029
32_8_74	25	600.052
32_8_75	23	600.138
32_8_76	27	600.123
32_8_77	28	600.083
32_8_78	23	600.01
32_8_79	22	600
32_8_8	24	600.112
32_8_80	27	600.128
32_8_81	27	600.301
32_8_82	28	600.096
32_8_83	26	600.029
32_8_84	27	600.109
32_8_85	24	601.101
32_8_86	29	600.03
32_8_87	30	600.307
32_8_88	26	600.066
32_8_89	24	600.054
32_8_9	25	600.001
32_8_90	24	600.135
32_8_91	31	600.114
32_8_92	27	600.097
32_8_93	28	600.116
32_8_94	29	600.071
32_8_95	28	600.012
32_8_96	28	600.064
32_8_97	25	600.128
32_8_98	27	600.11
32_8_99	22	600.3
48_12_0	46	600.469
48_12_1	41	600.245
48_12_10	35	600.389
48_12_11	41	600.608
48_12_12	36	600.197
48_12_13	37	600.421
48_12_14	37	600.288
48_12_15	38	600.475
48_12_16	38	600.041
48_12_17	38	600.427
48_12_18	41	600.643
48_12_19	41	600.182
48_12_2	42	600.522
48_12_20	41	600.527
48_12_21	37	600.206
48_12_22	44	600.034
48_12_23	45	600.294
48_12_24	37	600.778
48_12_25	40	600.223
48_12_26	37	600.047
48_12_27	38	600.249
48_12_28	40	600.146
48_12_29	39	600.809
48_12_3	39	600.296
48_12_30	39	600.171
48_12_31	37	600.192
48_12_32	38	600.103
48_12_33	38	600.135
48_12_34	39	600.621
48_12_35	39	600.176
48_12_36	40	600.274
48_12_37	37	600.223
48_12_38	41	600.063
48_12_39	38	600.023
48_12_4	38	600.514
48_12_40	38	600.169
48_12_41	41	600.132
48_12_42	38	600.204
48_12_43	38	600.115
48_12_44	41	600.2
48_12_45	45	600.226
48_12_46	38	600.12
48_12_47	31	600.263
48_12_48	39	600.071
48_12_49	43	600.247
48_12_5	39	600.264
48_12_50	39	600.152
48_12_51	34	600.156
48_12_52	38	600.103
48_12_53	39	600.006
48_12_54	38	600.508
48_12_55	38	600.285
48_12_56	39	600.102
48_12_57	41	600.191
48_12_58	39	600.091
48_12_59	40	600.286
48_12_6	32	600.48
48_12_60	36	600.06
48_12_61	43	600.156
48_12_62	39	600.106
48_12_63	33	600.132
48_12_64	30	600.078
48_12_65	36	600.534
48_12_66	37	600.037
48_12_67	41	600.522
48_12_68	40	600.192
48_12_69	39	600.228
48_12_7	40	600.142
48_12_70	43	600.112
48_12_71	40	600.057
48_12_72	37	600.274
48_12_73	42	600.113
48_12_74	37	600.178
48_12_75	35	600.271
48_12_76	37	600.207
48_12_77	33	600.074
48_12_78	39	600.095
48_12_79	40	600.119
48_12_8	38	600.559
48_12_80	37	600.047
48_12_81	42	600.23
48_12_82	38	600.206
48_12_83	37	600.125
48_12_84	40	600.09
48_12_85	37	600.066
48_12_86	30	600.102
48_12_87	41	600.003
48_12_88	36	600.51
48_12_89	37	600.212
48_12_9	40	600.035
48_12_90	36	600.079
48_12_91	41	600.007
48_12_92	38	600.021
48_12_93	40	600.109
48_12_94	39	600.175
48_12_95	44	600.144
48_12_96	41	600.169
48_12_97	35	600.072
48_12_98	37	600.265
48_12_99	38	600.088
48_24_0	36	600.068
48_24_1	39	600.005
48_24_10	36	600.053
48_24_11	39	600.038
48_24_12	34	600.123
48_24_13	35	600.062
48_24_14	32	600.198
48_24_15	36	600.177
48_24_16	33	600.133
48_24_17	36	600.183
48_24_18	36	600.108
48_24_19	39	600.137
48_24_2	33	600.057
48_24_20	35	600.031
48_24_21	34	600.198
48_24_22	34	600.168
48_24_23	36	600.135
48_24_24	36	600.101
48_24_25	38	600.157
48_24_26	33	600.056
48_24_27	37	600.026
48_24_28	32	600.009
48_24_29	37	600.202
48_24_3	37	600.121
48_24_30	35	600.032
48_24_31	36	600.049
48_24_32	37	600.081
48_24_33	34	600.14
48_24_34	36	600.07
48_24_35	32	600.068
48_24_36	34	600.164
48_24_37	43	600.121
48_24_38	36	600.147
48_24_39	33	600.153
48_24_4	38	600.137
48_24_40	43	600.045
48_24_41	38	600.121
48_24_42	32	600.167
48_24_43	34	600.196
48_24_44	35	600.034
48_24_45	37	600.133
48_24_46	32	600.075
48_24_47	36	600.148
48_24_48	39	600.096
48_24_49	36	600.001
48_24_5	39	600.092
48_24_50	44	600.064
48_24_51	38	600.187
48_24_52	33	600.066
48_24_53	36	600.15
48_24_54	39	600.03
48_24_55	41	600.123
48_24_56	34	600.113
48_24_57	35	600.171
48_24_58	39	600.188
48_24_59	36	600.003
48_24_6	32	600.065
48_24_60	33	600.119
48_24_61	36	600.118
48_24_62	34	600.11
48_24_63	33	600.191
48_24_64	35	600.15
48_24_65	42	600.127
48_24_66	34	600.074
48_24_67	35	600.184
48_24_68	43	600.12
48_24_69	37	600.176
48_24_7	35	600.102
48_24_70	38	600.047
48_24_71	32	600.063
48_24_72	36	600.201
48_24_73	35	600.118
48_24_74	35	600.129
48_24_75	35	600.171
48_24_76	36	600.202
48_24_77	32	600.008
48_24_78	40	600.104
48_24_79	40	600.159
48_24_8	40	600.107
48_24_80	34	600.034
48_24_81	35	600.048
48_24_82	34	600.036
48_24_83	38	600.208
48_24_84	40	600.06
48_24_85	36	600.153
48_24_86	40	600.049
48_24_87	38	600.128
48_24_88	36	600.11
48_24_89	37	600.017
48_24_9	38	600.149
48_24_90	37	600.08
48_24_91	37	600.117
48_24_92	42	600.05
48_24_93	38	600.058
48_24_94	36	600.015
48_24_95	41	600.012
48_24_96	38	600.138
48_24_97	38	600.174
48_24_98	36	600.077
48_24_99	38	600.167
48_6_0	45	600.055
48_6_1	41	602.51
48_6_10	43	602.782
48_6_11	38	600.054
48_6_12	41	600.09
48_6_13	43	600.023
48_6_14	37	600.683
48_6_15	42	600.577
48_6_16	41	600.641
48_6_17	41	600.065
48_6_18	38	600.452
48_6_19	40	600.647
48_6_2	44	601.065
48_6_20	45	600.039
48_6_21	47	600.098
48_6_22	42	600.601
48_6_23	39	603.273
48_6_24	47	600.417
48_6_25	44	600.426
48_6_26	40	600.028
48_6_27	47	600.441
48_6_28	39	600.827
48_6_29	44	600.128
48_6_3	45	605.805
48_6_30	38	600.663
48_6_31	45	601.992
48_6_32	41	600.426
48_6_33	36	600.526
48_6_34	40	600.537
48_6_35	40	600.734
48_6_36	43	600.275
48_6_37	47	600.141
48_6_38	36	602.128
48_6_39	41	600.142
48_6_4	39	600.422
48_6_40	38	600.261
48_6_41	44	602.062
48_6_42	41	600.554
48_6_43	46	600.629
48_6_44	44	606.532
48_6_45	45	603.191
48_6_46	35	600.177
48_6_47	41	600.043
48_6_48	43	600.452
48_6_49	41	600.647
48_6_5	39	600.815
48_6_50	44	600.644
48_6_51	41	600.394
48_6_52	44	600.415
48_6_53	43	600.367
48_6_54	41	600.363
48_6_55	37	600.319
48_6_56	45	600.032
48_6_57	46	600.815
48_6_58	36	600.855
48_6_59	44	601.103
48_6_6	40	603.366
48_6_60	43	600.861
48_6_61	38	600.3
48_6_62	45	600.348
48_6_63	41	600.161
48_6_64	40	600.047
48_6_65	41	602.138
48_6_66	41	605.582
48_6_67	38	600.563
48_6_68	43	601.769
48_6_69	40	600.037
48_6_7	43	600.353
48_6_70	39	603.302
48_6_71	44	601.196
48_6_72	34	600.836
48_6_73	46	600.359
48_6_74	41	600.368
48_6_75	37	600.409
48_6_76	43	600.587
48_6_77	42	600.857
48_6_78	44	600.67
48_6_79	41	601.908
48_6_8	42	600.287
48_6_80	40	600.112
48_6_81	41	600.082
48_6_82	42	605.94
48_6_83	37	600.263
48_6_84	40	601.763
48_6_85	45	600.269
48_6_86	43	600.54
48_6_87	43	600.119
48_6_88	43	605.34
48_6_89	48	603.187
48_6_9	45	600.871
48_6_90	44	600.24
48_6_91	45	600.098
48_6_92	47	601.11
48_6_93	43	606.52
48_6_94	45	600.448
48_6_95	41	600.146
48_6_96	40	600.449
48_6_97	39	600.151
48_6_98	45	600.04
48_6_99	39	600.099
64_16_0	51	603.692
64_16_1	54	600.191
64_16_10	49	600.195
64_16_11	53	600.258
64_16_12	51	600.006
64_16_13	54	600.075
64_16_14	43	600.415
64_16_15	55	600.077
64_16_16	51	600.61
64_16_17	53	600.195
64_16_18	57	600.396
64_16_19	52	600.122
64_16_2	41	600.371
64_16_20	52	600.291
64_16_21	52	600.033
64_16_22	46	600.045
64_16_23	56	600.096
64_16_24	50	600.133
64_16_25	57	603.699
64_16_26	48	600.009
64_16_27	51	600.36
64_16_28	48	600.574
64_16_29	54	600.409
64_16_3	55	600.492
64_16_30	56	600.178
64_16_31	52	600.182
64_16_32	51	600.534
64_16_33	51	600.21
64_16_34	54	601.168
64_16_35	52	600.206
64_16_36	52	600.134
64_16_37	51	600.283
64_16_38	54	600.204
64_16_39	54	600.486
64_16_4	51	600.142
64_16_40	46	600.507
64_16_41	51	600.239
64_16_42	51	600.164
64_16_43	55	600.172
64_16_44	55	600.241
64_16_45	57	600.172
64_16_46	52	600.002
64_16_47	53	600.32
64_16_48	54	600.21
64_16_49	58	600.2
64_16_5	51	600.07
64_16_50	52	600.082
64_16_51	52	600.332
64_16_52	52	600.216
64_16_53	51	600.217
64_16_54	52	600.135
64_16_55	49	600.422
64_16_56	54	600.018
64_16_57	53	600.364
64_16_58	54	600.285
64_16_59	53	600.342
64_16_6	53	600.09
64_16_60	54	600.168
64_16_61	55	600.099
64_16_62	52	600.252
64_16_63	51	600.241
64_16_64	50	600.288
64_16_65	55	600.017
64_16_66	48	600.86
64_16_67	48	600.134
64_16_68	50	600.217
64_16_69	51	600.328
64_16_7	50	600.057
64_16_70	52	600.143
64_16_71	48	603.545
64_16_72	46	600.188
64_16_73	50	600.397
64_16_74	56	600.297
64_16_75	53	600.274
64_16_76	48	600.016
64_16_77	51	600.716
64_16_78	45	600.061
64_16_79	51	600.192
64_16_8	52	600.314
64_16_80	50	600
64_16_81	47	600.174
64_16_82	48	600.755
64_16_83	52	600.135
64_16_84	53	600.364
64_16_85	56	600.197
64_16_86	47	600.162
64_16_87	48	600.199
64_16_88	55	600.11
64_16_89	53	600.343
64_16_9	53	600.022
64_16_90	53	600.012
64_16_91	51	600.208
64_16_92	51	600.232
64_16_93	54	600.28
64_16_94	56	600.146
64_16_95	51	600.295
64_16_96	54	600.13
64_16_97	47	600.129
64_16_98	55	600.204
64_16_99	58	600.185
64_32_0	55	600.307
64_32_1	52	600.083
64_32_10	52	600.098
64_32_11	47	600.198
64_32_12	48	600.217
64_32_13	46	600.011
64_32_14	54	600.197
64_32_15	52	600.175
64_32_16	48	600.205
64_32_17	50	600.013
64_32_18	45	600.005
64_32_19	47	600.076
64_32_2	57	600.028
64_32_20	47	600.173
64_32_21	49	600.068
64_32_22	53	600.084
64_32_23	57	600.181
64_32_24	44	600.145
64_32_25	52	600.198
64_32_26	52	600.007
64_32_27	50	600.237
64_32_28	49	600.073
64_32_29	51	600.046
64_32_3	50	600.134
64_32_30	46	600.161
64_32_31	48	600
64_32_32	48	600.061
64_32_33	44	600.084
64_32_34	47	600.178
64_32_35	50	600.222
64_32_36	47	600.057
64_32_37	48	600.008
64_32_38	52	600.061
64_32_39	53	600.122
64_32_4	47	600.158
64_32_40	47	600.224
64_32_41	41	600.062
64_32_42	54	600.22
64_32_43	51	600.079
64_32_44	48	600.174
64_32_45	43	600.035
64_32_46	47	600.042
64_32_47	43	600.18
64_32_48	47	600.033
64_32_49	49	600.133
64_32_5	48	600.007
64_32_50	43	600.026
64_32_51	43	600.18
64_32_52	49	600.038
64_32_53	47	600.031
64_32_54	44	600.162
64_32_55	49	600.214
64_32_56	46	600.187
64_32_57	46	600.171
64_32_58	47	600.208
64_32_59	49	600.123
64_32_6	48	600.085
64_32_60	50	600.198
64_32_61	49	600.036
64_32_62	41	600.133
64_32_63	48	600.061
64_32_64	49	600.1
64_32_65	47	600.066
64_32_66	44	600.216
64_32_67	51	600.045
64_32_68	50	600.493
64_32_69	52	600.164
64_32_7	43	600.004
64_32_70	49	600.046
64_32_71	51	600.176
64_32_72	48	600.035
64_32_73	49	600.076
64_32_74	42	600.067
64_32_75	51	600.188
64_32_76	46	600.199
64_32_77	54	600.071
64_32_78	44	600.131
64_32_79	46	600.063
64_32_8	50	600.012
64_32_80	48	600.106
64_32_81	48	600.215
64_32_82	44	600.033
64_32_83	50	600.13
64_32_84	51	600.004
64_32_85	52	600.131
64_32_86	53	600.036
64_32_87	48	600.016
64_32_88	53	600.009
64_32_89	46	600.18
64_32_9	47	600.049
64_32_90	52	600.187
64_32_91	44	600.183
64_32_92	50	600.159
64_32_93	52	600.147
64_32_94	47	600.204
64_32_95	51	600.022
64_32_96	47	600.037
64_32_97	42	600.066
64_32_98	52	600.489
64_32_99	46	600.003
64_8_0	49	600.796
64_8_1	52	604.184
64_8_10	52	600.627
64_8_11	59	601.812
64_8_12	57	604.702
64_8_13	54	609.505
64_8_14	56	600.139
64_8_15	56	600.813
64_8_16	52	600.276
64_8_17	54	600.109
64_8_18	54	600.963
64_8_19	51	600.413
64_8_2	58	600.483
64_8_20	60	601.169
64_8_21	62	603.098
64_8_22	49	600.12
64_8_23	58	604.001
64_8_24	57	607.521
64_8_25	52	602.245
64_8_26	51	600.331
64_8_27	57	600.603
64_8_28	57	603.608
64_8_29	52	600.047
64_8_3	54	601.121
64_8_30	59	600.856
64_8_31	50	602.054
64_8_32	53	600.723
64_8_33	50	604.475
64_8_34	46	605.134
64_8_35	54	601.199
64_8_36	52	600.411
64_8_37	52	600.66
64_8_38	58	601.245
64_8_39	59	600.151
64_8_4	57	600.736
64_8_40	58	609.259
64_8_41	49	600.076
64_8_42	54	600.172
64_8_43	51	600.151
64_8_44	55	600.222
64_8_45	54	602.135
64_8_46	52	601.157
64_8_47	55	600.525
64_8_48	57	600.751
64_8_49	59	600.488
64_8_5	55	600.434
64_8_50	58	600.495
64_8_51	56	600.624
64_8_52	58	601.267
64_8_53	55	601.144
64_8_54	53	600.562
64_8_55	50	600.316
64_8_56	59	600.216
64_8_57	55	600.639
64_8_58	58	600.774
64_8_59	56	601.016
64_8_6	52	609.455
64_8_60	51	600.681
64_8_61	58	600.232
64_8_62	56	600.85
64_8_63	52	600.377
64_8_64	55	601.946
64_8_65	54	603.991
64_8_66	58	604.523
64_8_67	53	602.386
64_8_68	50	600.196
