file	obj	time
16_4_22	14	600.006
16_4_23	15	600.109
16_4_24	14	600.096
16_4_25	15	600.058
16_4_26	15	600.023
16_4_27	15	600.163
16_4_28	15	600.098
16_4_29	16	600.104
16_4_3	15	600.099
16_4_30	14	600.004
16_4_31	14	600.066
16_4_32	13	600.153
16_4_33	14	600.074
16_4_34	11	600.005
16_4_35	15	600.048
16_4_36	13	600.074
16_4_37	15	600.074
16_4_38	13	600.148
16_4_39	12	600.098
16_4_4	13	600.003
16_4_40	13	600.08
16_4_41	12	600.017
16_4_42	12	600.083
16_4_43	12	600.214
16_4_44	13	600.074
16_4_45	12	600.014
16_4_46	13	600.091
16_4_47	14	600.064
16_4_48	12	600.071
16_4_49	13	600.048
16_4_5	13	600.091
16_4_50	13	600.25
16_4_51	11	600.106
16_4_52	15	600.013
16_4_53	14	600.073
16_4_54	16	600.053
16_4_55	13	600.118
16_4_56	15	600.112
16_4_57	15	600.017
16_4_58	14	600.008
16_4_59	14	600.028
16_4_6	11	600.078
16_4_60	14	600.119
16_4_61	14	600.018
16_4_62	13	600.118
16_4_63	14	600.106
16_4_64	15	600.111
16_4_65	13	600.125
16_4_66	12	600.119
16_4_67	16	600.035
16_4_68	16	600.122
16_4_69	13	600.061
16_4_7	14	600.069
16_4_70	13	600.033
16_4_71	15	600.116
16_4_72	14	600.007
16_4_73	15	600.004
16_4_74	16	600.107
16_4_75	14	600.003
16_4_76	10	600.002
16_4_77	14	600.078
16_4_78	15	600.094
16_4_79	14	600.113
16_4_8	13	600.069
16_4_80	14	600.075
16_4_81	11	600.039
16_4_82	14	600.085
16_4_83	13	600.002
16_4_84	15	600.045
16_4_85	14	600.034
16_4_86	13	600.129
16_4_87	11	600.001
16_4_88	12	600.063
16_4_89	14	600.101
16_4_9	12	600.069
16_4_90	15	600.062
16_4_91	14	600.046
16_4_92	12	600.061
16_4_93	14	600.053
16_4_94	15	600.077
16_4_95	14	600.025
16_4_96	16	600.039
16_4_97	16	600.024
16_4_98	15	600.008
16_4_99	15	600.042
16_8_0	12	600.016
16_8_1	12	600.019
16_8_10	14	600.04
16_8_11	11	600.032
16_8_12	14	600.066
16_8_13	12	600.114
16_8_14	11	600.083
16_8_15	12	600.093
16_8_16	13	600.016
16_8_17	14	600.052
16_8_18	12	600.046
16_8_19	14	600.012
16_8_2	14	600.103
16_8_20	13	600.051
16_8_21	13	600.062
16_8_22	14	600.107
16_8_23	12	600.065
16_8_24	9	600.016
16_8_25	13	600.013
16_8_26	14	600.065
16_8_27	13	600.034
16_8_28	13	600.006
16_8_29	12	600.009
16_8_3	14	600.035
16_8_30	13	600.087
16_8_31	13	600.017
16_8_32	12	600.053
16_8_33	15	600.011
16_8_34	11	600.103
16_8_35	15	600.048
16_8_36	12	600.027
16_8_37	13	600.057
16_8_38	14	600.026
16_8_39	13	600.112
16_8_4	15	600.103
16_8_40	13	600.101
16_8_41	13	600.09
16_8_42	13	600.058
16_8_43	13	600.107
16_8_44	11	600.009
16_8_45	10	600.115
16_8_46	11	600.125
16_8_47	15	600.009
16_8_48	10	600.087
16_8_49	13	600.074
16_8_5	15	600.048
16_8_50	14	600.036
16_8_51	13	600.061
16_8_52	13	600.047
16_8_53	13	600.042
16_8_54	16	600.029
16_8_55	13	600.031
16_8_56	10	600.047
16_8_57	10	600.075
16_8_58	14	600.015
16_8_59	16	600.013
16_8_6	13	600.081
16_8_60	9	600.105
16_8_61	13	600.023
16_8_62	11	600.083
16_8_63	15	600.032
16_8_64	14	600.023
16_8_65	15	600.013
16_8_66	12	600.101
16_8_67	12	600.006
16_8_68	14	600.082
16_8_69	9	600.049
16_8_7	10	600.051
16_8_70	14	600.015
16_8_71	10	600.013
16_8_72	12	600.034
16_8_73	12	600.101
16_8_74	12	600.029
16_8_75	15	600.064
16_8_76	13	600.021
16_8_77	12	600.001
16_8_78	15	600.004
16_8_79	14	600.015
16_8_8	11	600.053
16_8_80	11	600.012
16_8_81	13	600.12
16_8_82	16	600.004
16_8_83	10	600.068
16_8_84	11	600.05
16_8_85	10	600.081
16_8_86	11	600.111
16_8_87	13	600.113
16_8_88	14	600.101
16_8_89	12	600.008
16_8_9	15	600.043
16_8_90	11	600.05
16_8_91	15	600.001
16_8_92	14	600.088
16_8_93	13	600.05
16_8_94	14	600.119
16_8_95	8	600.011
16_8_96	10	600.031
16_8_97	11	600.062
16_8_98	14	600.029
16_8_99	13	600.031
32_16_0	24	600.048
32_16_1	23	600.025
32_16_10	27	600.034
32_16_11	28	600.001
32_16_12	24	600.136
32_16_13	22	600.09
32_16_14	24	600.077
32_16_15	27	600.125
32_16_16	23	600.128
32_16_17	22	600.059
32_16_18	23	600.141
32_16_19	26	600.145
32_16_2	26	600.141
32_16_20	24	600.15
32_16_21	22	600.063
32_16_22	21	600.078
32_16_23	27	600.078
32_16_24	23	600.042
32_16_25	24	600.102
32_16_26	26	600.105
32_16_27	21	600.093
32_16_28	25	600.064
32_16_29	29	600.014
32_16_3	21	600.13
32_16_30	26	600.017
32_16_31	24	600.06
32_16_32	25	600.035
32_16_33	24	600.14
32_16_34	22	600.115
32_16_35	20	600.023
32_16_36	26	600.057
32_16_37	22	600.044
32_16_38	27	600.018
32_16_39	20	600.083
32_16_4	21	600.012
32_16_40	26	600.096
32_16_41	25	600.101
32_16_42	26	600.065
32_16_43	24	600.053
32_16_44	20	600.103
32_16_45	27	600.124
32_16_46	25	600.101
32_16_47	25	600.109
32_16_48	27	600.075
32_16_49	23	600.144
32_16_5	22	600.015
32_16_50	27	600.077
32_16_51	23	600.136
32_16_52	24	600.091
32_16_53	22	600.025
32_16_54	25	600.1
32_16_55	24	600.145
32_16_56	25	600.071
32_16_57	30	600.024
32_16_58	22	600.07
32_16_59	28	600.067
32_16_6	22	600.043
32_16_60	22	600.02
32_16_61	24	600.294
32_16_62	26	600
32_16_63	23	600.132
32_16_64	21	600.172
32_16_65	25	600.059
32_16_66	22	600.083
32_16_67	27	600.168
32_16_68	24	600.111
32_16_69	24	600.687
32_16_7	26	600.09
32_16_70	25	600.045
32_16_71	24	600.38
32_16_72	24	600.069
32_16_73	24	600.045
32_16_74	27	600.121
32_16_75	30	600.24
32_16_76	25	600.27
32_16_77	26	600.097
32_16_78	29	600.168
32_16_79	24	600.003
32_16_8	22	600.048
32_16_80	29	600.513
32_16_81	21	600.178
32_16_82	29	600.072
32_16_83	24	600.133
32_16_84	23	600.27
32_16_85	25	600.401
32_16_86	24	600.066
32_16_87	24	600.112
32_16_88	24	600.161
32_16_89	27	600.061
32_16_9	25	600.317
32_16_90	20	600.12
32_16_91	23	600.169
32_16_92	30	600.022
32_16_93	30	600.156
32_16_94	26	600.055
32_16_95	25	600.164
32_16_96	24	600.033
32_16_97	28	600.052
32_16_98	24	600.035
32_16_99	27	600.062
32_4_0	28	600.117
32_4_1	29	600.105
32_4_10	29	600.05
32_4_11	28	600.139
32_4_12	31	600.07
32_4_13	29	600.048
32_4_14	31	600.104
32_4_15	28	600.039
32_4_16	32	600.064
32_4_17	29	600.103
32_4_18	27	600.078
32_4_19	29	600.134
32_4_2	29	600.011
32_4_20	25	600.095
32_4_21	30	600.043
32_4_22	23	600.465
32_4_23	29	600.081
32_4_24	28	600.091
32_4_25	27	600.844
32_4_26	25	600.019
32_4_27	26	600.061
32_4_28	30	600.05
32_4_29	30	600.074
32_4_3	27	600.065
32_4_30	23	602.67
32_4_31	24	600.072
32_4_32	25	600.065
32_4_33	28	600.036
32_4_34	30	600.565
32_4_35	26	600.006
32_4_36	25	600.025
32_4_37	29	600.008
32_4_38	26	600.059
32_4_39	30	600.047
32_4_4	32	600.121
32_4_40	29	603.163
32_4_41	27	600.063
32_4_42	31	600.009
32_4_43	26	600.005
32_4_44	28	600.058
32_4_45	31	600.255
32_4_46	32	600.062
32_4_47	26	600.141
32_4_48	29	600.009
32_4_49	30	600.057
32_4_5	25	600.015
32_4_50	29	600.035
32_4_51	30	600.97
32_4_52	32	600.082
32_4_53	31	600.136
32_4_54	30	600.094
32_4_55	29	600.097
32_4_56	28	600.962
32_4_57	28	600.128
32_4_58	29	600.038
32_4_59	27	600.064
32_4_6	29	600.042
32_4_60	28	600.034
32_4_61	32	600.057
32_4_62	29	600.057
32_4_63	27	600.133
32_4_64	30	600.517
32_4_65	25	600.114
32_4_66	26	600.034
32_4_67	27	600.149
32_4_68	29	600.103
32_4_69	29	600.006
32_4_7	25	600.134
32_4_70	28	600.704
32_4_71	27	600.095
32_4_72	30	600.09
32_4_73	26	600.059
32_4_74	29	600.14
32_4_75	29	600.15
32_4_76	27	600.037
32_4_77	30	601.201
32_4_78	30	600.009
32_4_79	30	600.101
32_4_8	25	600.013
32_4_80	29	600.148
32_4_81	28	600.525
32_4_82	27	600.133
32_4_83	24	601.19
32_4_84	28	600.336
32_4_85	29	600.122
32_4_86	29	600.111
32_4_87	32	600.516
32_4_88	26	600.08
32_4_89	26	600.249
32_4_9	27	601.106
32_4_90	29	600.028
32_4_91	32	600.432
32_4_92	24	600.641
32_4_93	28	600.026
32_4_94	28	600.117
32_4_95	31	600.515
32_4_96	25	600.115
32_4_97	26	600.241
32_4_98	31	600.104
32_4_99	29	600.056
32_8_0	27	600.014
32_8_1	27	600.119
32_8_10	25	600.103
32_8_11	27	600.078
32_8_12	25	600.018
32_8_13	25	600.106
32_8_14	24	600.018
32_8_15	29	600.038
32_8_16	25	600.021
32_8_17	20	600.038
32_8_18	27	600.007
32_8_19	29	600.034
32_8_2	28	600.028
32_8_20	23	600.014
32_8_21	27	600.11
32_8_22	26	600.048
32_8_23	26	600.02
32_8_24	26	600.095
32_8_25	26	600.155
32_8_26	25	600.054
32_8_27	26	600.065
32_8_28	26	600.043
32_8_29	24	600.112
32_8_3	26	600.099
32_8_30	24	600.033
32_8_31	23	600.141
32_8_32	25	600.134
32_8_33	31	600.673
32_8_34	27	600.159
32_8_35	26	600.079
32_8_36	28	600.061
32_8_37	28	600.921
32_8_38	23	600.073
32_8_39	27	600.091
32_8_4	26	600.117
32_8_40	24	600.458
32_8_41	29	600.166
32_8_42	24	600.025
32_8_43	25	600.091
32_8_44	23	600.524
32_8_45	27	600.024
32_8_46	29	600.103
32_8_47	28	600.051
32_8_48	27	600.405
32_8_49	27	600.011
32_8_5	26	600.142
32_8_50	26	600.117
32_8_51	25	600.055
32_8_52	28	600.153
32_8_53	21	600.137
32_8_54	25	600.073
32_8_55	25	600.096
32_8_56	27	600.182
32_8_57	26	600.095
32_8_58	29	600.099
32_8_59	27	600.11
32_8_6	28	600.064
32_8_60	30	600.048
32_8_61	23	600.077
32_8_62	26	600.012
32_8_63	27	600.085
32_8_64	27	600.03
32_8_65	24	600.039
32_8_66	22	600.103
32_8_67	27	600.132
32_8_68	24	600.048
32_8_69	25	600.016
32_8_7	26	600.079
32_8_70	29	600.07
32_8_71	28	600.162
32_8_72	31	600.076
32_8_73	29	600.053
32_8_74	25	600.108
32_8_75	23	600.087
32_8_76	27	600.062
32_8_77	28	600.067
32_8_78	23	600.059
32_8_79	22	600.036
32_8_8	24	600.088
32_8_80	27	600.054
32_8_81	27	600.08
32_8_82	28	600.017
32_8_83	26	600.004
32_8_84	27	600.045
32_8_85	24	600.1
32_8_86	29	600.042
32_8_87	30	600.07
32_8_88	26	600.111
32_8_89	24	600.115
32_8_9	25	600.059
32_8_90	24	600.084
32_8_91	31	600.056
32_8_92	27	600.148
32_8_93	28	600.163
32_8_94	29	600.055
32_8_95	28	600.082
32_8_96	28	600.087
32_8_97	25	600.014
32_8_98	27	600.291
32_8_99	22	600.09
48_12_0	46	600.01
48_12_1	41	600.2
48_12_10	35	600.025
48_12_11	41	600.012
48_12_12	36	600.095
48_12_13	37	600.616
48_12_14	37	600.103
48_12_15	38	600.022
48_12_16	38	600.126
48_12_17	38	600.102
48_12_18	41	600.333
48_12_19	41	600.225
48_12_2	42	600.087
48_12_20	41	600.011
48_12_21	37	600.189
48_12_22	44	600.05
48_12_23	45	600.272
48_12_24	37	600.059
48_12_25	40	600.399
48_12_26	37	600.009
48_12_27	38	600.012
48_12_28	40	600.099
48_12_29	39	601.789
48_12_3	39	600.151
48_12_30	39	600.108
48_12_31	37	600.097
48_12_32	38	600.119
48_12_33	37	600.135
48_12_34	39	600.725
48_12_35	39	600.007
48_12_36	40	600.086
48_12_37	37	600.402
48_12_38	41	600.029
48_12_39	38	600.128
48_12_4	38	601.807
48_12_40	38	600.006
48_12_41	41	600.07
48_12_42	39	600.407
48_12_43	38	600.013
48_12_44	41	600.102
48_12_45	45	600.624
48_12_46	38	600.007
48_12_47	31	600.369
48_12_48	39	600.216
48_12_49	43	600.03
48_12_5	39	600.11
48_12_50	39	600.578
48_12_51	34	600.04
48_12_52	38	600.096
48_12_53	39	600.067
48_12_54	38	600.185
48_12_55	38	600.123
48_12_56	39	600.43
48_12_57	41	600.201
48_12_58	39	600.086
48_12_59	40	600.032
48_12_6	32	600.023
48_12_60	36	600.114
48_12_61	43	600.134
48_12_62	39	600.059
48_12_63	33	600.01
48_12_64	30	600.159
48_12_65	36	600.063
48_12_66	36	600.045
48_12_67	41	600.022
48_12_68	40	600.167
48_12_69	39	600.066
48_12_7	40	600.098
48_12_70	43	600.002
48_12_71	40	600.072
48_12_72	37	600.107
48_12_73	43	600.087
48_12_74	36	600.083
48_12_75	35	600.028
48_12_76	37	600.074
48_12_77	33	600.007
48_12_78	39	600.138
48_12_79	40	600.13
48_12_8	38	600.005
48_12_80	37	600.146
48_12_81	42	600.043
48_12_82	38	600.136
48_12_83	37	600.006
48_12_84	39	600.018
48_12_85	37	600.057
48_12_86	30	600.176
48_12_87	41	600.113
48_12_88	36	600.03
48_12_89	37	600.032
48_12_9	40	600.05
48_12_90	36	600.1
48_12_91	41	600.028
48_12_92	38	600.06
48_12_93	40	600.052
48_12_94	39	600.006
48_12_95	44	600.006
48_12_96	41	600.004
48_12_97	35	600.051
48_12_98	37	600.07
48_12_99	38	600.035
48_24_0	36	600.177
48_24_1	39	600.141
48_24_10	36	600.134
48_24_11	39	600.107
48_24_12	34	600.158
48_24_13	35	600.035
48_24_14	32	600.085
48_24_15	36	600.112
48_24_16	33	600.143
48_24_17	36	600.004
48_24_18	36	600.097
48_24_19	39	600.01
48_24_2	33	600.126
48_24_20	35	600.083
48_24_21	34	600.054
48_24_22	34	600.011
48_24_23	36	600.052
48_24_24	36	600.013
48_24_25	38	600.191
48_24_26	33	600.035
48_24_27	37	600.028
48_24_28	32	600.006
48_24_29	37	600.193
48_24_3	37	600.066
48_24_30	35	600.054
48_24_31	36	600.115
48_24_32	37	600.097
48_24_33	34	600.069
48_24_34	36	600.14
48_24_35	32	600.129
48_24_36	34	600.134
48_24_37	43	600.061
48_24_38	36	600.162
48_24_39	33	600.012
48_24_4	38	600.116
48_24_40	43	600.097
48_24_41	38	600.013
48_24_42	32	600.084
48_24_43	34	600.1
48_24_44	35	600.101
48_24_45	37	600.11
48_24_46	32	600.167
48_24_47	36	600.11
48_24_48	39	600.054
48_24_49	36	600.173
48_24_5	39	600.114
48_24_50	44	600.011
48_24_51	38	600.135
48_24_52	33	600.022
48_24_53	36	600.078
48_24_54	39	600.08
48_24_55	41	600.188
48_24_56	34	600.077
48_24_57	35	600.152
48_24_58	39	600.041
48_24_59	36	600.013
48_24_6	32	600.162
48_24_60	33	600.079
48_24_61	36	600.201
48_24_62	34	600.021
48_24_63	33	600.073
48_24_64	35	600.177
48_24_65	42	600.113
48_24_66	34	600.146
48_24_67	36	600.191
48_24_68	43	600.015
48_24_69	37	600.07
48_24_7	35	600.145
48_24_70	38	600.073
48_24_71	32	600.037
48_24_72	36	600.189
48_24_73	35	600.175
48_24_74	35	600.142
48_24_75	35	600.108
48_24_76	36	600.052
48_24_77	32	600.068
48_24_78	40	600.015
48_24_79	40	600.074
48_24_8	40	600.039
48_24_80	34	600.124
48_24_81	35	600.098
48_24_82	34	600.14
48_24_83	38	600.023
48_24_84	40	600.082
48_24_85	36	600.194
48_24_86	40	600.087
48_24_87	38	600.123
48_24_88	36	600.042
48_24_89	37	600.154
48_24_9	38	600.112
48_24_90	37	600.065
48_24_91	37	600.135
48_24_92	42	600.179
48_24_93	37	600.095
48_24_94	36	600.071
48_24_95	41	600.117
48_24_96	38	600.148
48_24_97	38	600.125
48_24_98	36	600.573
48_24_99	38	600.559
48_6_0	45	600.192
48_6_1	41	602.302
48_6_10	43	602.69
48_6_11	38	600.896
48_6_12	41	601.895
48_6_13	43	600.392
48_6_14	37	600.151
48_6_15	42	600.523
48_6_16	41	600.803
48_6_17	41	600.283
48_6_18	38	600.633
48_6_19	40	600.113
48_6_2	44	600.347
48_6_20	45	600.905
48_6_21	47	601.064
48_6_22	42	600.491
48_6_23	39	600.229
48_6_24	47	600.519
48_6_25	44	600.48
48_6_26	40	602.321
48_6_27	47	600.6
48_6_28	39	600.046
48_6_29	44	601.055
48_6_3	45	602.466
48_6_30	38	603.521
48_6_31	45	602.764
48_6_32	41	600.028
48_6_33	36	601.213
48_6_34	40	600.365
48_6_35	40	601.933
48_6_36	43	602.024
48_6_37	47	600.157
48_6_38	36	602.346
48_6_39	41	600.512
48_6_4	39	603.726
48_6_40	38	600.491
48_6_41	44	600.263
48_6_42	41	600.169
48_6_43	46	600.943
48_6_44	44	603.647
48_6_45	45	603.529
48_6_46	35	600.488
48_6_47	41	600.153
48_6_48	43	600.276
48_6_49	41	602.286
48_6_5	39	600.68
48_6_50	44	600.125
48_6_51	41	600.983
48_6_52	44	600.179
48_6_53	43	600.094
48_6_54	41	600.243
48_6_55	37	600.329
48_6_56	45	600.553
48_6_57	46	600.989
48_6_58	36	601.148
48_6_59	44	600.033
48_6_6	40	600.07
48_6_60	43	600.04
48_6_61	38	600.347
48_6_62	45	600.9
48_6_63	41	600.252
48_6_64	40	600.792
48_6_65	41	600.313
48_6_66	41	603.255
48_6_67	38	600.272
48_6_68	43	600.109
48_6_69	40	600.205
48_6_7	43	600.224
48_6_70	39	603.252
48_6_71	44	601.354
48_6_72	34	600.264
48_6_73	46	600.207
48_6_74	41	600.206
48_6_75	36	600.146
48_6_76	43	600.428
48_6_77	42	600.02
48_6_78	44	600.13
48_6_79	41	601.139
48_6_8	42	600.609
48_6_80	40	600.11
48_6_81	41	600.121
48_6_82	42	601.225
48_6_83	37	600.011
48_6_84	40	602.939
48_6_85	45	600.346
48_6_86	43	600.144
48_6_87	43	600.527
48_6_88	43	600.183
48_6_89	48	602.032
48_6_9	45	600.181
48_6_90	44	600.144
48_6_91	45	600.073
48_6_92	47	600.092
48_6_93	43	600.23
48_6_94	45	600.172
48_6_95	41	601.252
48_6_96	40	600.217
48_6_97	39	600.039
48_6_98	45	600.034
48_6_99	39	600.362
64_16_0	51	600.211
64_16_1	54	600.167
64_16_10	50	600.495
64_16_11	53	600.626
64_16_12	52	600.101
64_16_13	54	600.407
64_16_14	43	601.094
64_16_15	55	600.025
64_16_16	51	600.115
64_16_17	53	600.133
64_16_18	57	600.081
64_16_19	52	600.364
64_16_2	41	602.07
64_16_20	52	600.013
64_16_21	51	600.181
64_16_22	46	600.344
64_16_23	56	600.161
64_16_24	50	600.13
64_16_25	57	600.72
64_16_26	48	600.006
64_16_27	51	600.147
64_16_28	48	602.045
64_16_29	54	600.171
64_16_3	54	600.24
64_16_30	56	601.005
64_16_31	52	600.147
64_16_32	51	600.187
64_16_33	51	600.424
64_16_34	54	600.091
64_16_35	52	600.357
64_16_36	52	600.223
64_16_37	51	601.115
64_16_38	54	600.058
64_16_39	54	600.159
64_16_4	51	600.102
64_16_40	46	600.659
64_16_41	50	600.175
64_16_42	51	600.312
64_16_43	55	600.692
64_16_44	55	601.048
64_16_45	57	600.03
64_16_46	52	600.331
64_16_47	53	600.093
64_16_48	54	600.551
64_16_49	58	600.184
64_16_5	51	600.435
64_16_50	52	600.054
64_16_51	52	600.067
64_16_52	52	600.077
64_16_53	51	600.304
64_16_54	52	602.325
64_16_55	49	600.756
64_16_56	54	600.215
64_16_57	53	600.302
64_16_58	54	600.409
64_16_59	53	600.022
64_16_6	53	600.051
64_16_60	54	600.004
64_16_61	55	600.009
64_16_62	52	600.141
64_16_63	51	600.051
64_16_64	50	600.206
64_16_65	55	600.191
64_16_66	48	600.322
64_16_67	47	600.37
64_16_68	50	600.674
64_16_69	51	603.648
64_16_7	50	600.032
64_16_70	52	600.205
64_16_71	48	600.187
64_16_72	46	600.073
64_16_73	50	600.234
64_16_74	56	600.034
64_16_75	53	600.164
64_16_76	48	600.117
64_16_77	51	600.346
64_16_78	45	600.215
64_16_79	51	600.19
64_16_8	52	600.893
64_16_80	51	600.007
64_16_81	47	600.028
64_16_82	48	600.223
64_16_83	52	600.051
64_16_84	53	600.22
64_16_85	56	600.095
64_16_86	47	600.097
64_16_87	48	600.16
64_16_88	55	603.688
64_16_89	53	600.199
64_16_9	53	600.224
64_16_90	53	600.259
64_16_91	51	600.222
64_16_92	51	600.148
64_16_93	54	600.002
64_16_94	56	600.257
64_16_95	51	600.162
64_16_96	54	600.246
64_16_97	47	600.136
64_16_98	55	600.204
64_16_99	58	600.011
64_32_0	55	600.124
64_32_1	51	600.205
64_32_10	52	600.05
64_32_11	47	600.14
64_32_12	48	600.173
64_32_13	46	600.041
64_32_14	54	600.065
64_32_15	52	600.036
64_32_16	47	600.171
64_32_17	50	600.156
64_32_18	45	600.213
64_32_19	47	600.228
64_32_2	57	600.137
64_32_20	47	600.203
64_32_21	49	600.073
64_32_22	53	600.171
64_32_23	57	600.055
64_32_24	44	600.103
64_32_25	52	600.098
64_32_26	52	600.228
64_32_27	49	600.092
64_32_28	49	600.063
64_32_29	51	600.132
64_32_3	50	600.082
64_32_30	46	600.091
64_32_31	48	600.103
64_32_32	48	600.013
64_32_33	44	600.242
64_32_34	47	600.06
64_32_35	50	600.254
64_32_36	47	600.062
64_32_37	48	600.173
64_32_38	52	600.011
64_32_39	53	600.172
64_32_4	47	600.09
64_32_40	47	600.244
64_32_41	41	600.191
64_32_42	54	600.026
64_32_43	51	600.222
64_32_44	48	600.033
64_32_45	43	600.065
64_32_46	47	600.178
64_32_47	43	600.127
64_32_48	47	600.177
64_32_49	49	600.122
64_32_5	48	600.17
64_32_50	43	600.045
64_32_51	43	600.11
64_32_52	49	600.236
64_32_53	47	600.064
64_32_54	44	600.238
64_32_55	49	600.252
64_32_56	46	600.073
64_32_57	46	600.031
64_32_58	47	600.2
64_32_59	49	600.135
64_32_6	48	600.165
64_32_60	50	600.116
64_32_61	49	600.092
64_32_62	41	600.232
64_32_63	48	600.002
64_32_64	49	600.19
64_32_65	47	600.148
64_32_66	44	600.072
64_32_67	51	600.054
64_32_68	50	600.214
64_32_69	52	600.163
64_32_7	43	600.11
64_32_70	49	600.527
64_32_71	51	600.172
64_32_72	48	600.036
64_32_73	49	600.167
64_32_74	42	600.077
64_32_75	51	600.22
64_32_76	46	600.113
64_32_77	54	601.01
64_32_78	44	600.095
64_32_79	46	600.041
64_32_8	50	600.196
64_32_80	48	600.052
64_32_81	48	600.048
64_32_82	44	600.028
64_32_83	50	600.586
64_32_84	51	600.068
64_32_85	52	600.165
64_32_86	53	600.214
64_32_87	49	600.12
64_32_88	53	600.155
64_32_89	46	600.154
64_32_9	47	600.723
64_32_90	52	600.078
64_32_91	44	600.047
64_32_92	50	600.014
64_32_93	52	600.002
64_32_94	47	600.146
64_32_95	51	600.793
64_32_96	47	600.04
64_32_97	42	600.026
64_32_98	52	603.815
64_32_99	46	600.313
64_8_0	49	610.499
64_8_1	52	600.213
64_8_10	52	600.235
64_8_11	59	602
64_8_12	57	609.831
64_8_13	54	601.994
64_8_14	56	600.039
64_8_15	56	600.422
64_8_16	52	600.549
64_8_17	54	610.544
64_8_18	54	600.103
64_8_19	51	600.078
64_8_2	58	600.96
64_8_20	60	600.873
64_8_21	62	600.177
64_8_22	49	600.464
64_8_23	58	605.295
64_8_24	57	601.404
64_8_25	52	600.088
64_8_26	51	601.176
64_8_27	57	600.337
64_8_28	57	600.606
64_8_29	52	601.402
64_8_3	54	600.091
64_8_30	59	601.377
64_8_31	50	600.222
64_8_32	53	600.013
64_8_33	50	610.26
64_8_34	46	600.376
64_8_35	54	600.31
64_8_36	52	600.768
64_8_37	52	600.13
64_8_38	58	605.294
64_8_39	59	600.056
64_8_4	57	600.586
64_8_40	58	610.264
64_8_41	49	600.501
64_8_42	54	600.117
64_8_43	51	600.589
64_8_44	55	600.022
64_8_45	54	602.321
64_8_46	52	600.261
64_8_47	55	600.169
64_8_48	57	600.065
64_8_49	59	601.408
64_8_5	55	600.282
64_8_50	58	600.565
64_8_51	56	600.678
64_8_52	58	600.05
64_8_53	55	600.688
64_8_54	54	600.672
64_8_55	51	600.169
64_8_56	59	600.128
64_8_57	55	600.968
64_8_58	58	600.075
64_8_59	56	600.045
64_8_6	52	600.57
64_8_60	51	600.018
64_8_61	58	600.256
64_8_62	56	600.411
64_8_63	52	600.169
64_8_64	55	600.609
64_8_65	54	601.34
64_8_66	58	600.184
64_8_67	53	600.199
