file	obj	time
64_8_67	53	601.052
64_8_68	50	603.373
64_8_69	54	600.774
64_8_7	55	601.334
64_8_70	51	600.363
64_8_71	59	600.329
64_8_72	51	600.597
64_8_73	55	601.139
64_8_74	55	600.615
64_8_75	52	602.048
64_8_76	53	600.131
64_8_77	57	600.777
64_8_78	54	600.564
64_8_79	59	602.485
64_8_8	55	600.437
64_8_80	56	601.592
64_8_81	59	604.915
64_8_82	58	600.42
64_8_83	54	600.107
64_8_84	52	601.366
64_8_85	62	604.943
64_8_86	59	600.339
64_8_87	54	600.255
64_8_88	54	600.856
64_8_89	59	600.478
64_8_9	54	600.059
64_8_90	56	603.915
64_8_91	53	600.275
64_8_92	59	604.886
64_8_93	58	600.233
64_8_94	49	600.102
64_8_95	52	600.519
64_8_96	54	600.929
64_8_97	54	600.029
64_8_98	50	600.603
64_8_99	57	600.151
80_10_0	66	600.039
80_10_1	63	601.215
80_10_10	59	600.189
80_10_11	62	600.377
80_10_12	59	602.001
80_10_13	73	604.567
80_10_14	68	600.14
80_10_15	72	601.083
80_10_16	73	600.855
80_10_17	71	603.126
80_10_18	75	600.728
80_10_19	64	600.352
80_10_2	67	604.954
80_10_20	66	601.061
80_10_21	62	600.577
80_10_22	67	604.896
80_10_23	69	600.904
80_10_24	73	606.448
80_10_25	66	600.919
80_10_26	66	600.884
80_10_27	68	601.236
80_10_28	61	601.276
80_10_29	71	601.318
80_10_3	74	601.368
80_10_30	61	604.856
80_10_31	70	600.939
80_10_32	61	600.095
80_10_33	70	606.34
80_10_34	74	600.659
80_10_35	65	603.635
80_10_36	66	600.532
80_10_37	67	600.124
80_10_38	74	600.397
80_10_39	65	600.782
80_10_4	71	600.136
80_10_40	61	600.771
80_10_41	70	600.229
80_10_42	65	600.644
80_10_43	63	600.92
80_10_44	69	600.032
80_10_45	71	600.597
80_10_46	68	600.577
80_10_47	69	600.228
80_10_48	63	600.492
80_10_49	70	600.446
80_10_5	74	602.53
80_10_50	65	600.635
80_10_51	68	600.274
80_10_52	69	600.132
80_10_53	67	600.412
80_10_54	71	602.299
80_10_55	65	602.492
80_10_56	72	604.494
80_10_57	64	600.424
80_10_58	71	600.287
80_10_59	71	600.418
80_10_6	75	604.355
80_10_60	71	600.278
80_10_61	69	600.955
80_10_62	61	600.02
80_10_63	69	600.085
80_10_64	72	600.3
80_10_65	66	600.052
80_10_66	67	601.974
80_10_67	75	601.746
80_10_68	63	601.846
80_10_69	68	600.045
80_10_7	66	600.511
80_10_70	71	603.12
80_10_71	63	600.021
80_10_72	74	600.014
80_10_73	66	600.012
80_10_74	68	603.117
80_10_75	69	600.002
80_10_76	59	600.04
80_10_77	59	603.126
80_10_78	65	600.119
80_10_79	69	601.001
80_10_8	69	601.058
80_10_80	70	600.161
80_10_81	64	600.467
80_10_82	66	600.456
80_10_83	70	600.09
80_10_84	71	600.285
80_10_85	69	600.038
80_10_86	62	600.025
80_10_87	74	600.281
80_10_88	69	601.721
80_10_89	66	600.024
80_10_9	71	600.135
80_10_90	60	600.433
80_10_91	71	600.758
80_10_92	79	600.816
80_10_93	71	600.01
80_10_94	71	600.764
80_10_95	73	600.036
80_10_96	66	600.15
80_10_97	67	600.553
80_10_98	65	600.838
80_10_99	70	600.524
80_20_0	65	600.083
80_20_1	63	600.169
80_20_10	59	600.276
80_20_11	57	600.603
80_20_12	62	600.601
80_20_13	54	600.82
80_20_14	50	600.362
80_20_15	60	600.075
80_20_16	62	600.163
80_20_17	57	600.17
80_20_18	61	600.417
80_20_19	57	600.355
80_20_2	63	600.822
80_20_20	70	600.463
80_20_21	58	600.051
80_20_22	66	600.027
80_20_23	54	600.161
80_20_24	66	600.262
80_20_25	67	600.453
80_20_26	70	600.391
80_20_27	64	600.208
80_20_28	62	600.626
80_20_29	68	600.223
80_20_3	69	600.029
80_20_30	69	600.361
80_20_31	67	600.221
80_20_32	64	600.08
80_20_33	62	600.293
80_20_34	52	600.42
80_20_35	63	600.146
80_20_36	63	600.225
80_20_37	63	600.241
80_20_38	63	600.052
80_20_39	62	600.116
80_20_4	66	600.177
80_20_40	63	600.188
80_20_41	60	600.286
80_20_42	61	600.065
80_20_43	65	600.157
80_20_44	63	600.181
80_20_45	66	600.276
80_20_46	71	600.188
80_20_47	63	600.103
80_20_48	67	600.181
80_20_49	67	600.093
80_20_5	64	600.164
80_20_50	63	600.314
80_20_51	67	600.041
80_20_52	65	600.183
80_20_53	64	600.218
80_20_54	60	600.06
80_20_55	60	600.104
80_20_56	73	600.266
80_20_57	61	600.077
80_20_58	62	600.002
80_20_59	66	600.203
80_20_6	67	600.043
80_20_60	71	600.217
80_20_61	65	600.048
80_20_62	65	600.074
80_20_63	66	600.259
80_20_64	67	600.049
80_20_65	59	600.175
80_20_66	62	600.016
80_20_67	65	600.07
80_20_68	68	600.063
80_20_69	73	600.022
80_20_7	63	600.15
80_20_70	62	600.016
80_20_71	68	600.043
80_20_72	59	600.024
80_20_73	60	600.103
80_20_74	71	600.079
80_20_75	64	600.071
80_20_76	64	600.018
80_20_77	73	600.195
80_20_78	60	600.092
80_20_79	65	600.005
80_20_8	65	600.181
80_20_80	68	600.102
80_20_81	70	600.056
80_20_82	61	600.223
80_20_83	65	600.201
80_20_84	69	600.156
80_20_85	66	600.295
80_20_86	61	600.111
80_20_87	64	600.033
80_20_88	63	600.245
80_20_89	63	600.056
80_20_9	62	600.108
80_20_90	63	600.05
80_20_91	62	600.013
80_20_92	69	600.037
80_20_93	60	600.204
80_20_94	62	600.012
80_20_95	64	600.141
80_20_96	65	600.116
80_20_97	64	600.246
80_20_98	60	600.049
80_20_99	57	600.112
80_40_0	65	600.141
80_40_1	49	600.211
80_40_10	61	600.25
80_40_11	61	600.073
80_40_12	62	600.201
80_40_13	55	600.082
80_40_14	60	600.073
80_40_15	57	600.058
80_40_16	65	600.122
80_40_17	60	600.189
80_40_18	56	600.223
80_40_19	63	600.08
80_40_2	59	600.135
80_40_20	65	600.277
80_40_21	59	600.036
80_40_22	67	600.062
80_40_23	61	600.148
80_40_24	64	600.187
80_40_25	65	600.224
80_40_26	60	600.212
80_40_27	60	600.07
80_40_28	60	600.151
80_40_29	55	600.178
80_40_3	65	600.257
80_40_30	60	600.071
80_40_31	64	600.104
80_40_32	55	600.098
80_40_33	67	600.293
80_40_34	54	600.239
80_40_35	64	600.203
80_40_36	60	600.28
80_40_37	63	600.088
80_40_38	62	600.125
80_40_39	58	600.204
80_40_4	61	600.024
80_40_40	62	600.053
80_40_41	60	600.037
80_40_42	58	600.073
80_40_43	67	600.052
80_40_44	58	600.21
80_40_45	64	600.112
80_40_46	64	600.179
80_40_47	62	600.122
80_40_48	54	600.021
80_40_49	60	600.18
80_40_5	59	600.175
80_40_50	66	600.268
80_40_51	60	600.017
80_40_52	66	600.046
80_40_53	69	600.173
80_40_54	51	600.161
80_40_55	64	600.097
80_40_56	54	600.178
80_40_57	63	600.003
80_40_58	57	600.185
80_40_59	60	600.053
80_40_6	64	600.01
80_40_60	66	600.263
80_40_61	64	600.264
80_40_62	58	600.076
80_40_63	58	600.215
80_40_64	63	600.126
80_40_65	60	600.078
80_40_66	62	600.122
80_40_67	58	600.206
80_40_68	59	600.171
80_40_69	59	600.078
80_40_7	58	600.071
80_40_70	59	600.022
80_40_71	58	600.01
80_40_72	56	600.211
80_40_73	61	600.158
80_40_74	58	600.042
80_40_75	65	600.046
80_40_76	58	600.147
80_40_77	61	600.024
80_40_78	53	600.046
80_40_79	60	600.241
80_40_8	60	600.161
80_40_80	59	600.034
80_40_81	62	600.218
80_40_82	59	600.116
80_40_83	54	600.17
80_40_84	58	600.27
80_40_85	57	600.25
80_40_86	54	600.14
80_40_87	54	600.07
80_40_88	60	600.051
80_40_89	62	600.002
80_40_9	59	600.226
80_40_90	61	600.15
80_40_91	62	600.223
80_40_92	57	600.058
80_40_93	56	600.148
80_40_94	65	600.238
80_40_95	62	600.027
80_40_96	66	600.255
80_40_97	62	600.21
80_40_98	60	600.013
80_40_99	57	600.099
