file	obj	time
48_12_84	40	600.033
48_12_85	37	600.047
48_12_86	30	600.773
48_12_87	41	600.086
48_12_88	36	600.125
48_12_89	37	600.461
48_12_9	40	600.118
48_12_90	36	600.108
48_12_91	41	600.328
48_12_92	38	600.129
48_12_93	40	600.031
48_12_94	39	600.263
48_12_95	44	600.081
48_12_96	41	600.044
48_12_97	35	600.01
48_12_98	37	600.521
48_12_99	38	600.061
48_24_0	36	600.145
48_24_1	39	600.148
48_24_10	36	600.172
48_24_11	39	600.083
48_24_12	34	600.14
48_24_13	35	600.139
48_24_14	32	600.162
48_24_15	36	600.038
48_24_16	33	600.271
48_24_17	36	600.002
48_24_18	36	600.083
48_24_19	39	600.059
48_24_2	33	600.108
48_24_20	35	600.284
48_24_21	34	600.047
48_24_22	34	600.033
48_24_23	36	600.02
48_24_24	36	600.003
48_24_25	38	600.499
48_24_26	33	600.166
48_24_27	37	600.173
48_24_28	32	600.176
48_24_29	37	600.205
48_24_3	37	600.505
48_24_30	35	600.121
48_24_31	36	600.088
48_24_32	37	600.124
48_24_33	34	600.105
48_24_34	36	600.43
48_24_35	32	600.127
48_24_36	34	600.107
48_24_37	43	600.14
48_24_38	36	600.019
48_24_39	33	600.201
48_24_4	38	600.011
48_24_40	43	600.108
48_24_41	38	600.156
48_24_42	32	600.037
48_24_43	34	600.071
48_24_44	35	600.003
48_24_45	37	600.156
48_24_46	32	600.024
48_24_47	36	600.134
48_24_48	39	600.163
48_24_49	36	600.179
48_24_5	39	600
48_24_50	44	600.205
48_24_51	38	600.062
48_24_52	33	600.054
48_24_53	36	600.02
48_24_54	39	600.011
48_24_55	41	600.023
48_24_56	34	600.091
48_24_57	35	600.048
48_24_58	39	600.058
48_24_59	36	600.063
48_24_6	32	600.073
48_24_60	33	600.033
48_24_61	36	600.007
48_24_62	34	600.141
48_24_63	33	600.39
48_24_64	35	600.079
48_24_65	42	600.121
48_24_66	34	600.182
48_24_67	35	600.081
48_24_68	43	600.071
48_24_69	37	600.012
48_24_7	35	600.153
48_24_70	38	600.038
48_24_71	32	600.151
48_24_72	36	600.006
48_24_73	35	600.031
48_24_74	35	600.231
48_24_75	35	600.052
48_24_76	36	600.106
48_24_77	32	600.017
48_24_78	40	600.033
48_24_79	40	600.341
48_24_8	40	600.027
48_24_80	34	600.366
48_24_81	35	600.111
48_24_82	34	600.482
48_24_83	38	600.152
48_24_84	40	600.126
48_24_85	36	600.183
48_24_86	40	600.053
48_24_87	38	600.299
48_24_88	36	600.083
48_24_89	37	600.521
48_24_9	38	600.617
48_24_90	37	600.063
48_24_91	37	600.09
48_24_92	42	600.469
48_24_93	38	600.2
48_24_94	36	600.462
48_24_95	41	600.388
48_24_96	38	600.09
48_24_97	38	600.524
48_24_98	36	600.009
48_24_99	38	600.395
48_6_0	45	600.046
48_6_1	41	601.468
48_6_10	43	604.823
48_6_11	38	600.137
48_6_12	41	600.042
48_6_13	43	600.182
48_6_14	37	600.397
48_6_15	42	600.049
48_6_16	41	600.162
48_6_17	41	600.46
48_6_18	38	600.178
48_6_19	40	600.539
48_6_2	44	600.167
48_6_20	45	600.578
48_6_21	47	600.302
48_6_22	42	600.15
48_6_23	39	602.062
48_6_24	47	600.128
48_6_25	44	600.499
48_6_26	40	600.063
48_6_27	47	600.472
48_6_28	39	600.125
48_6_29	44	600.096
48_6_3	45	604.708
48_6_30	38	600.596
48_6_31	45	600.094
48_6_32	41	600.691
48_6_33	36	600.188
48_6_34	40	600.501
48_6_35	40	600.076
48_6_36	43	600.247
48_6_37	47	600.004
48_6_38	36	601.24
48_6_39	41	600.08
48_6_4	39	600.645
48_6_40	38	600.233
48_6_41	44	602.295
48_6_42	41	600.013
48_6_43	46	601.05
48_6_44	44	601.402
48_6_45	45	600.096
48_6_46	35	600.182
48_6_47	41	600.002
48_6_48	43	600.047
48_6_49	41	602.326
48_6_5	39	600.027
48_6_50	44	600.341
48_6_51	41	600.049
48_6_52	44	600.063
48_6_53	43	600.034
48_6_54	41	600.032
48_6_55	37	600.193
48_6_56	45	602.428
48_6_57	46	600.022
48_6_58	36	600.179
48_6_59	44	600.23
48_6_6	40	600.065
48_6_60	43	600.184
48_6_61	38	600.639
48_6_62	45	600.085
48_6_63	41	600.048
48_6_64	40	600.025
48_6_65	41	600.112
48_6_66	41	600.134
48_6_67	38	600.03
48_6_68	43	600.025
48_6_69	40	600.345
48_6_7	43	600.144
48_6_70	39	600.338
48_6_71	44	600.042
48_6_72	34	600.162
48_6_73	46	600.31
48_6_74	41	600.057
48_6_75	37	600.035
48_6_76	43	600.084
48_6_77	42	600.117
48_6_78	44	600.441
48_6_79	41	600.201
48_6_8	42	600.212
48_6_80	40	600.343
48_6_81	41	600.195
48_6_82	42	602.484
48_6_83	37	602.552
48_6_84	40	601.997
48_6_85	45	600.174
48_6_86	43	600.528
48_6_87	43	600.55
48_6_88	43	600.062
48_6_89	48	600.193
48_6_9	45	600.616
48_6_90	44	600.196
48_6_91	45	600.232
48_6_92	47	600.197
48_6_93	43	602.685
48_6_94	45	601.476
48_6_95	41	600.622
48_6_96	40	600.204
48_6_97	39	602.963
48_6_98	45	600.276
48_6_99	39	602.467
64_16_0	51	600.205
64_16_1	54	600.102
64_16_10	50	601.63
64_16_11	53	600.187
64_16_12	52	600.89
64_16_13	54	600.206
64_16_14	43	600.249
64_16_15	55	601.443
64_16_16	51	600.805
64_16_17	53	602.551
64_16_18	57	600.204
64_16_19	52	600.074
64_16_2	41	602.71
64_16_20	52	600.271
64_16_21	52	600.575
64_16_22	46	600.207
64_16_23	56	600.012
64_16_24	50	600.625
64_16_25	57	602.889
64_16_26	48	600.062
64_16_27	51	600.088
64_16_28	48	600.824
64_16_29	54	600.192
64_16_3	54	600.58
64_16_30	56	600.213
64_16_31	52	600.008
64_16_32	51	600.242
64_16_33	51	600.232
64_16_34	54	600.443
64_16_35	52	600.063
64_16_36	52	600.071
64_16_37	51	600.141
64_16_38	54	600.12
64_16_39	54	600.069
64_16_4	51	600.014
64_16_40	46	600.049
64_16_41	51	600.092
64_16_42	51	600.005
64_16_43	55	600.012
64_16_44	55	600.107
64_16_45	56	600.025
64_16_46	52	600.026
64_16_47	53	600.068
64_16_48	54	600.215
64_16_49	58	600.016
64_16_5	51	600.014
64_16_50	52	600.041
64_16_51	52	600.016
64_16_52	52	600.18
64_16_53	51	600.01
64_16_54	52	600.048
64_16_55	49	600.101
64_16_56	54	600.07
64_16_57	53	600.15
64_16_58	54	600.022
64_16_59	53	600.039
64_16_6	53	600.073
64_16_60	54	600.041
64_16_61	55	600.066
64_16_62	52	600.233
64_16_63	51	600.077
64_16_64	50	600.008
64_16_65	55	600.179
64_16_66	48	600.227
64_16_67	48	600.271
64_16_68	50	600.189
64_16_69	51	600.325
64_16_7	50	600.19
64_16_70	52	600.245
64_16_71	48	600.183
64_16_72	46	600.35
64_16_73	50	600.046
64_16_74	56	600.265
64_16_75	52	600.141
64_16_76	48	600.319
64_16_77	51	600.063
64_16_78	45	600.229
64_16_79	51	600.059
64_16_8	52	600.116
64_16_80	51	600.269
64_16_81	47	600.265
64_16_82	48	600.064
64_16_83	52	600.207
64_16_84	53	600.207
64_16_85	56	600.071
64_16_86	47	600.135
64_16_87	48	600.138
64_16_88	55	600.111
64_16_89	53	600.202
64_16_9	53	600.233
64_16_90	53	600.159
64_16_91	51	600.021
64_16_92	51	600.016
64_16_93	54	600.191
64_16_94	56	600.119
64_16_95	51	600.229
64_16_96	54	600.087
64_16_97	46	600.152
64_16_98	55	600.097
64_16_99	58	600.029
64_32_0	55	600.232
64_32_1	52	600.04
64_32_10	52	600.018
64_32_11	47	600.189
64_32_12	48	600.078
64_32_13	46	600.187
64_32_14	54	600.183
64_32_15	52	600.204
64_32_16	48	600.11
64_32_17	50	600.134
64_32_18	45	600.038
64_32_19	47	600.001
64_32_2	57	600.242
64_32_20	47	600.005
64_32_21	49	600.202
64_32_22	52	600.156
64_32_23	57	600.098
64_32_24	44	600.08
64_32_25	52	600.25
64_32_26	52	600.241
64_32_27	50	600.122
64_32_28	49	600.22
64_32_29	51	600.23
64_32_3	50	600.183
64_32_30	46	600.243
64_32_31	48	600.248
64_32_32	48	600.151
64_32_33	44	600.084
64_32_34	47	600.205
64_32_35	50	600.039
64_32_36	47	600.061
64_32_37	48	600.143
64_32_38	52	600.235
64_32_39	54	600.691
64_32_4	47	600.146
64_32_40	47	600.159
64_32_41	41	600.045
64_32_42	54	600.038
64_32_43	51	600.233
64_32_44	48	600.117
64_32_45	43	600.28
64_32_46	47	600.01
64_32_47	43	600.164
64_32_48	47	600.215
64_32_49	49	601.023
64_32_5	48	600.06
64_32_50	43	600.056
64_32_51	43	600.016
64_32_52	48	600.173
64_32_53	47	600.648
64_32_54	44	600.105
64_32_55	49	600.131
64_32_56	46	600.052
64_32_57	46	600.988
64_32_58	47	600.09
64_32_59	49	600.015
64_32_6	48	600.116
64_32_60	50	600.074
64_32_61	49	600.645
64_32_62	41	600.032
64_32_63	48	600.345
64_32_64	49	600.26
64_32_65	47	600.106
64_32_66	44	600.748
64_32_67	51	600.183
64_32_68	50	600.538
64_32_69	52	600.251
64_32_7	43	600.119
64_32_70	49	600.069
64_32_71	51	600.965
64_32_72	48	600.066
64_32_73	49	600.033
64_32_74	42	600.404
64_32_75	51	600.646
64_32_76	46	600.27
64_32_77	54	600.046
64_32_78	44	600.437
64_32_79	46	601.242
64_32_8	50	600.634
64_32_80	48	600.413
64_32_81	48	600.612
64_32_82	44	600.337
64_32_83	49	600.382
64_32_84	51	600.292
64_32_85	52	600.451
64_32_86	53	600.632
64_32_87	48	600.333
64_32_88	53	600.132
64_32_89	46	600.02
64_32_9	47	600.284
64_32_90	52	600.418
64_32_91	44	600.389
64_32_92	50	600.256
64_32_93	52	600.721
64_32_94	47	600.016
64_32_95	51	600.457
64_32_96	47	600.629
64_32_97	42	600.495
64_32_98	52	600.701
64_32_99	46	600.048
64_8_0	49	600.211
64_8_1	52	604.489
64_8_10	52	600.111
64_8_11	59	600.319
64_8_12	57	601.508
64_8_13	54	601.819
64_8_14	56	600.151
64_8_15	56	600.353
64_8_16	52	600.437
64_8_17	54	603.827
64_8_18	54	600.12
64_8_19	51	600.15
64_8_2	58	601.817
64_8_20	60	600.228
64_8_21	62	600.614
64_8_22	49	600.584
64_8_23	58	603.852
64_8_24	57	601.631
64_8_25	52	602.749
64_8_26	51	600.256
64_8_27	57	601.057
64_8_28	57	600.227
64_8_29	52	600.652
64_8_3	54	600.99
64_8_30	59	601.597
64_8_31	50	603.641
64_8_32	53	600.121
64_8_33	50	601.45
64_8_34	46	601.589
64_8_35	54	600.125
64_8_36	52	600.014
64_8_37	52	600.12
64_8_38	58	600.073
64_8_39	59	600.063
64_8_4	57	600.048
64_8_40	58	601.798
64_8_41	49	600.137
64_8_42	54	600.136
64_8_43	51	600.07
64_8_44	55	600.014
64_8_45	54	600.483
64_8_46	52	600.055
64_8_47	55	600.008
64_8_48	57	600.546
64_8_49	59	601.815
64_8_5	55	600.117
64_8_50	58	600.041
64_8_51	56	600.095
64_8_52	58	600.042
64_8_53	55	600.491
64_8_54	54	600.078
64_8_55	51	600.085
64_8_56	59	600.174
64_8_57	55	600.44
64_8_58	58	600.214
64_8_59	56	600.001
64_8_6	52	608.518
64_8_60	51	600.022
64_8_61	58	600.109
64_8_62	56	600.496
64_8_63	52	600.847
64_8_64	55	600.026
64_8_65	54	601.072
64_8_66	58	603.457
